Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,rent_max,rent_min,Sqft_max,Sqft_min,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
11929 Courtleigh Drive #302,Los Angeles,CA,90066,"$4,195",,16,Multi-Family,"1,331",(310) 980-6396,3,3,2.0,2.0,26.0,5.0,276.0,,,,1.0,6.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,1.0,129.0,9.0,19.0,19.0,172.0,22.0,132.0,78.0,33.996687,-118.419404,9,42876,3.14,11.9,39.3,1.88,58,4.5,4400.0,0.48,0.051,0.2,0.17,160.0,51,66,37,10,19,5,12,https://www.trulia.com/c/ca/los-angeles/11929-courtleigh-dr-302-los-angeles-ca-90066--2172860397,,4195.0,,1331.0,6.0,37.0,275200.0,1000.0,60372752001000.0,Block 1000,G5040,U,51445.0,U,S,16169.0,0.0,33.9970099,-118.41969669999999
1197 McClellan Drive #1197,Los Angeles,CA,90049,"$3,800",,17,Multi-Family,"1,300",(310) 804-9932,3,3,2.0,2.0,35.0,2.0,572.0,,,,1.0,2.0,1.0,8.0,1.0,6.0,94.0,2.0,0.0,3.0,203.0,18.0,34.0,48.0,301.0,54.0,243.0,205.0,34.04227,-118.469756,9,47834,3.14,11.6,40.5,1.67,61,3.3,1900.0,0.26,0.051,1.4,0.079,0.0,31,38,25,7,6,6,13,https://www.trulia.com/c/ca/los-angeles/1197-mcclellan-dr-1197-los-angeles-ca-90049--2352609269,,3800.0,,1300.0,6.0,37.0,264302.0,2008.0,60372643022008.0,Block 2008,G5040,U,51445.0,U,S,55813.0,0.0,34.0437985,-118.47171429999999
10620 Eastborne Avenue #101,Los Angeles,CA,90024,"$4,250",,7,Multi-Family,"1,804",(310) 948-0487,3,3,2.0,2.0,3.0,,174.0,,42.0,,1.0,9.0,1.0,5.0,1.0,6.0,82.0,3.0,0.0,12.0,341.0,11.0,45.0,66.0,523.0,73.0,335.0,128.0,34.054263,-118.43069399999999,9,43880,3.14,11.9,40.3,1.7,62,3.6,2400.0,0.34,0.06,0.3,0.083,0.0,27,32,23,9,4,4,19,https://www.trulia.com/c/ca/los-angeles/10620-eastborne-ave-101-los-angeles-ca-90024--2077254698,,4250.0,,1804.0,6.0,37.0,265601.0,2010.0,60372656012010.0,Block 2010,G5040,U,51445.0,U,S,24539.0,0.0,34.0535855,-118.43082350000002
637-647 Maltman Avenue #645,Los Angeles,CA,90026,"$3,595",,19,Multi-Family,,(213) 713-6289,3,3,2.0,2.0,23.0,,319.0,,51.0,,1.0,5.0,1.0,7.0,1.0,7.0,79.0,18.0,0.0,2.0,274.0,37.0,64.0,56.0,320.0,52.0,204.0,61.0,34.081148999999996,-118.282619,9,78472,3.14,12.4,39.3,2.12,63,3.3,4900.0,0.58,0.22,0.83,0.24,0.078,67,81,53,24,27,6,10,https://www.trulia.com/c/ca/los-angeles/637-647-maltman-ave-645-los-angeles-ca-90026--2351684717,,3595.0,,,6.0,37.0,195903.0,1003.0,60371959031003.0,Block 1003,G5040,U,51445.0,U,S,22276.0,0.0,34.081182500000004,-118.2832325
1717 Armacost Avenue #3,Los Angeles,CA,90025,"$4,500",2004.0,7,,"1,900",(310) 422-5042,3,3,2.0,2.0,35.0,2.0,572.0,,,,1.0,2.0,1.0,2.0,1.0,6.0,86.0,7.0,2.0,2.0,299.0,19.0,48.0,64.0,362.0,90.0,250.0,242.0,34.03868,-118.457504,9,48771,3.14,11.6,40.4,1.88,63,3.6,3800.0,0.24,0.052000000000000005,1.3,0.083,0.0,38,47,30,8,8,5,11,https://www.trulia.com/c/ca/los-angeles/1717-armacost-ave-3-los-angeles-ca-90025--2172968587,,4500.0,,1900.0,6.0,37.0,267501.0,3005.0,60372675013005.0,Block 3005,G5040,U,51445.0,U,S,21092.0,0.0,34.0381252,-118.45768149999999
3189 Lake Hollywood Drive,Los Angeles,CA,90068,"$3,850",1930.0,15,Single-Family Home,"3,504",(310) 777-7800,3,3,2.0,2.0,22.0,,227.0,,54.0,,1.0,8.0,1.0,3.0,1.0,7.0,91.0,4.0,0.0,3.0,60.0,2.0,15.0,9.0,55.0,25.0,32.0,72.0,34.132061,-118.343575,9,6239,3.14,11.9,41.5,1.49,50,2.3,4500.0,0.43,0.16,1.5,0.11,1.7,22,25,18,7,2,5,11,https://www.trulia.com/c/ca/los-angeles/3189-lake-hollywood-dr-los-angeles-ca-90068--1139583925,,3850.0,,3504.0,6.0,37.0,189701.0,1008.0,60371897011008.0,Block 1008,G5040,U,51445.0,U,S,34985.0,0.0,34.1304945,-118.345013
625 North Harper Avenue,Los Angeles,CA,90048,"$3,975",1946.0,19,Multi-Family,"1,840",(530) 219-9171,3,3,2.0,2.0,19.0,,223.0,,47.0,,1.0,7.0,1.0,3.0,1.0,6.0,89.0,4.0,0.0,5.0,469.0,25.0,179.0,115.0,1420.0,153.0,814.0,272.0,34.082352,-118.369127,9,46567,3.14,12.1,40.3,1.71,65,3.7,2800.0,0.54,0.092,0.27,0.091,0.46,26,25,26,8,4,3,13,https://www.trulia.com/c/ca/los-angeles/625-n-harper-ave-los-angeles-ca-90048--1058968548,,3975.0,,1840.0,6.0,37.0,194402.0,3008.0,60371944023008.0,Block 3008,G5040,U,51445.0,U,S,27772.0,0.0,34.082598,-118.3696777
922 South Shenandoah Street #3,Los Angeles,CA,90035,"$4,150",,16,Multi-Family,"5,140",(310) 877-2820,3,3,2.0,2.0,5.0,,60.0,,34.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,336.0,16.0,47.0,72.0,715.0,108.0,693.0,168.0,34.060103000000005,-118.38138000000001,9,47505,3.14,12.2,39.9,1.48,64,3.6,2900.0,0.59,0.076,0.14,0.08900000000000001,27.0,26,29,24,9,5,6,14,https://www.trulia.com/c/ca/los-angeles/922-s-shenandoah-st-3-los-angeles-ca-90035--2349140545,,4150.0,,5140.0,6.0,37.0,216402.0,2004.0,60372164022004.0,Block 2004,G5040,U,51445.0,U,S,16693.0,0.0,34.060151,-118.38189560000001
1649 South Stanley Avenue,Los Angeles,CA,90019,"$5,900",,6,Single-Family Home,"1,800",(310) 595-5976,3,3,2.0,2.0,215.0,,1201.0,,289.0,,1.0,2.0,1.0,5.0,1.0,6.0,83.0,15.0,0.0,0.0,131.0,15.0,17.0,38.0,284.0,44.0,128.0,66.0,34.045322,-118.363142,9,42515,3.14,12.3,39.4,1.74,61,3.5,4100.0,0.74,0.081,0.16,0.1,200.0,56,75,37,8,16,6,11,https://www.trulia.com/c/ca/los-angeles/1649-s-stanley-ave-los-angeles-ca-90019--1049091455,,5900.0,,1800.0,6.0,37.0,216900.0,4005.0,60372169004005.0,Block 4005,G5040,U,51445.0,U,S,18653.0,0.0,34.0457908,-118.36338429999999
1444 South Point View Street #302,Los Angeles,CA,90035,"$3,900",,9,Multi-Family,"1,320",(310) 704-6998,3,3,2.0,2.0,215.0,,1201.0,,289.0,,1.0,4.0,1.0,2.0,1.0,6.0,93.0,2.0,0.0,2.0,187.0,15.0,18.0,53.0,365.0,75.0,370.0,116.0,34.050815,-118.370272,9,44728,3.14,12.2,39.6,1.57,62,3.5,2500.0,0.67,0.078,0.15,0.09699999999999999,140.0,42,53,32,8,11,6,13,https://www.trulia.com/c/ca/los-angeles/1444-s-point-view-st-302-los-angeles-ca-90035--2115571562,,3900.0,,1320.0,6.0,37.0,216700.0,1003.0,60372167001003.0,Block 1003,G5040,U,51445.0,U,S,25118.0,0.0,34.0511027,-118.3695193
4626 W Avenue 41 #41,Los Angeles,CA,90065,"$3,800",1941.0,12,Multi-Family,"1,515",Phone not provided,3,3,2.0,2.0,39.0,,368.0,,58.0,,1.0,9.0,1.0,7.0,1.0,7.0,85.0,11.0,0.0,1.0,138.0,19.0,10.0,20.0,168.0,13.0,155.0,47.0,34.134488,-118.231798,9,44191,3.14,11.7,41.0,1.6,54,2.6,2300.0,0.53,0.39,1.1,0.28,0.32,46,51,42,24,18,5,16,https://www.trulia.com/c/ca/los-angeles/4626-w-avenue-41-41-los-angeles-ca-90065--2115686213,,3800.0,,1515.0,6.0,37.0,186100.0,2000.0,60371861002000.0,Block 2000,G5040,U,51445.0,U,S,22112.0,0.0,34.1347995,-118.23119129999999
2052 Butler Avenue,Los Angeles,CA,90025,"$5,995",2017.0,17,Single-Family Home,"1,980",(310) 880-5368,3,3,2.0,2.0,35.0,2.0,572.0,,,,1.0,7.0,1.0,2.0,1.0,6.0,86.0,7.0,2.0,2.0,279.0,16.0,39.0,48.0,395.0,70.0,252.0,203.0,34.038584,-118.44586899999999,9,40735,3.14,11.7,40.2,2.05,63,3.8,6400.0,0.28,0.053,0.69,0.08800000000000001,0.0,40,50,30,9,8,5,12,https://www.trulia.com/c/ca/los-angeles/2052-butler-ave-los-angeles-ca-90025--2349085965,,5995.0,,1980.0,6.0,37.0,267700.0,2011.0,60372677002011.0,Block 2011,G5040,U,51445.0,U,S,21084.0,0.0,34.038852,-118.4454389
850 North Stanley Avenue,Los Angeles,CA,90046,"$3,795",,23,Multi-Family,,(310) 481-0922,3,3,2.0,2.0,19.0,,223.0,,47.0,,1.0,4.0,1.0,4.0,1.0,6.0,88.0,6.0,0.0,4.0,361.0,33.0,133.0,91.0,1019.0,165.0,644.0,239.0,34.086735,-118.35632,9,51743,3.14,12.1,40.3,1.75,63,3.6,2500.0,0.57,0.1,0.43,0.1,0.13,28,26,30,11,5,2,14,https://www.trulia.com/c/ca/los-angeles/850-n-stanley-ave-los-angeles-ca-90046--2175095522,,3795.0,,,6.0,37.0,192002.0,2002.0,60371920022002.0,Block 2002,G5040,U,51445.0,U,S,19168.0,0.0,34.0862536,-118.35583229999999
1045 South Hayworth Avenue,Los Angeles,CA,90035,"$4,100",,20,Multi-Family,"1,650",Phone not provided,3,3,2.0,2.0,216.0,,1215.0,,290.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,263.0,14.0,39.0,75.0,502.0,110.0,515.0,131.0,34.057223,-118.365467,9,46817,3.14,12.2,39.6,1.51,64,3.6,2500.0,0.66,0.084,0.15,0.09300000000000001,63.0,36,46,26,9,7,6,13,https://www.trulia.com/c/ca/los-angeles/1045-s-hayworth-ave-los-angeles-ca-90035--2115569748,,4100.0,,1650.0,6.0,37.0,216800.0,1001.0,60372168001001.0,Block 1001,G5040,U,51445.0,U,S,28079.0,0.0,34.057154700000005,-118.36598870000002
1714 Warnall Avenue,Los Angeles,CA,90024,"$5,650",1926.0,20,Single-Family Home,"1,969",(310) 470-2030,3,3,2.0,2.0,3.0,,174.0,,42.0,,1.0,9.0,1.0,5.0,1.0,6.0,82.0,3.0,0.0,12.0,147.0,4.0,36.0,33.0,300.0,43.0,261.0,43.0,34.06069,-118.42218700000001,9,32734,3.14,11.9,40.3,1.59,61,3.5,1700.0,0.39,0.062,0.24,0.083,0.0014,23,27,19,9,4,4,24,https://www.trulia.com/c/ca/los-angeles/1714-warnall-ave-los-angeles-ca-90024--2077260138,,5650.0,,1969.0,6.0,37.0,265700.0,2016.0,60372657002016.0,Block 2016,G5040,U,51445.0,U,S,22297.0,0.0,34.059483,-118.4224572
8926 West 25th Street,Los Angeles,CA,90034,"$4,500",1932.0,27,Single-Family Home,"1,695",(310) 923-5353,3,3,2.0,2.0,2.0,,18.0,,16.0,,1.0,4.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,2.0,112.0,15.0,18.0,28.0,319.0,29.0,71.0,74.0,34.038615,-118.38637800000001,9,32883,3.14,12.2,39.5,2.08,63,3.8,4800.0,0.63,0.068,0.17,0.11,120.0,42,54,30,6,14,6,13,https://www.trulia.com/c/ca/los-angeles/8926-w-25th-st-los-angeles-ca-90034--2115569389,,4500.0,,1695.0,6.0,37.0,269700.0,3006.0,60372697003006.0,Block 3006,G5040,U,51445.0,U,S,19631.0,0.0,34.0384052,-118.38692590000001
1400 Camden Avenue #102,Los Angeles,CA,90025,"$3,295",1987.0,51,Multi-Family,"1,260",(310) 475-4496,3,3,2.0,2.0,3.0,,174.0,,42.0,,2.0,8.0,1.0,5.0,1.0,6.0,86.0,7.0,2.0,2.0,351.0,13.0,43.0,66.0,326.0,75.0,329.0,184.0,34.052305,-118.44570800000001,9,48750,3.14,11.8,40.4,1.79,64,3.7,3200.0,0.22,0.057,0.56,0.08199999999999999,0.0,38,42,33,9,6,3,13,https://www.trulia.com/c/ca/los-angeles/1400-camden-ave-102-los-angeles-ca-90025--2173230122,,3295.0,,1260.0,6.0,37.0,265520.0,3002.0,60372655203002.0,Block 3002,G5040,U,51445.0,U,S,71329.0,0.0,34.052179200000005,-118.4455513
11919 Iowa Avenue,Los Angeles,CA,90025,"$5,200",2015.0,20,Multi-Family,"1,700",(424) 203-1852,3,3,2.0,2.0,35.0,2.0,572.0,,,,1.0,2.0,1.0,2.0,1.0,6.0,86.0,7.0,2.0,2.0,311.0,19.0,52.0,68.0,399.0,92.0,271.0,260.0,34.038945,-118.458302,9,49155,3.14,11.6,40.4,1.87,63,3.6,3700.0,0.24,0.052000000000000005,1.3,0.083,0.0,38,47,29,8,7,5,11,https://www.trulia.com/c/ca/los-angeles/11919-iowa-ave-los-angeles-ca-90025--1150905364,,5200.0,,1700.0,6.0,37.0,267501.0,3002.0,60372675013002.0,Block 3002,G5040,U,51445.0,U,S,17599.0,0.0,34.0394364,-118.4588113
3635 East 6th Street,Los Angeles,CA,90023,"$2,275",,2,Single-Family Home,"1,224",(855) 721-7368,3,3,2.0,2.0,110.0,,639.0,,94.0,,1.0,4.0,1.0,4.0,2.0,4.0,73.0,21.0,0.0,4.0,137.0,32.0,9.0,10.0,112.0,11.0,54.0,12.0,34.028209999999994,-118.192889,9,52331,3.14,12.5,37.7,2.51,64,3.6,5700.0,0.76,0.19,9.9,1.9,0.58,82,99,65,29,58,8,9,https://www.trulia.com/c/ca/los-angeles/3635-e-6th-st-los-angeles-ca-90023--1001991332,,2275.0,,1224.0,6.0,37.0,203900.0,3002.0,60372039003002.0,Block 3002,G5040,U,51445.0,U,S,31758.0,0.0,34.02913579999999,-118.1939501
854 Serrano Place,Los Angeles,CA,90029,"$4,100",1923.0,5,Multi-Family,"1,892",(310) 365-8565,3,3,2.0,2.0,184.0,1.0,997.0,,,,1.0,5.0,0.0,0.0,0.0,0.0,64.0,29.0,0.0,6.0,289.0,54.0,51.0,35.0,391.0,72.0,212.0,52.0,34.085718,-118.306859,9,88204,3.14,12.3,39.7,2.15,62,3.2,4500.0,0.53,0.18,0.72,0.18,0.0,70,80,61,35,32,7,10,https://www.trulia.com/c/ca/los-angeles/854-serrano-pl-los-angeles-ca-90029--2077300736,,4100.0,,1892.0,6.0,37.0,191610.0,2005.0,60371916102005.0,Block 2005,G5040,U,51445.0,U,S,47423.0,0.0,34.085368599999995,-118.30645619999999
1029 South Mansfield Avenue,Los Angeles,CA,90019,"$3,300",,5,Single-Family Home,"2,000",(323) 496-4851,3,3,2.0,2.0,7.0,,91.0,,21.0,,1.0,4.0,1.0,7.0,1.0,4.0,83.0,15.0,0.0,0.0,149.0,17.0,28.0,52.0,323.0,90.0,174.0,85.0,34.056287,-118.34262,9,46380,3.14,12.3,39.4,1.52,63,3.5,2300.0,0.69,0.096,0.16,0.1,69.0,50,65,34,11,12,6,10,https://www.trulia.com/c/ca/los-angeles/1029-s-mansfield-ave-los-angeles-ca-90019--2352986016,,3300.0,,2000.0,6.0,37.0,216200.0,1007.0,60372162001007.0,Block 1007,G5040,U,51445.0,U,S,28249.0,0.0,34.0559117,-118.34330459999998
1833 Carmona Avenue #HOUSE,Los Angeles,CA,90019,"$2,900",,5,Multi-Family,"1,800",(424) 292-2311,3,3,2.0,2.0,216.0,,1215.0,,290.0,,1.0,5.0,1.0,2.0,1.0,6.0,83.0,15.0,0.0,0.0,111.0,18.0,18.0,30.0,300.0,38.0,109.0,52.0,34.040298,-118.36119099999999,9,45392,3.14,12.3,39.2,1.82,59,3.5,4900.0,0.74,0.08,0.18,0.11,210.0,66,86,47,10,24,7,10,https://www.trulia.com/c/ca/los-angeles/1833-carmona-ave-house-los-angeles-ca-90019--1055909175,,2900.0,,1800.0,6.0,37.0,218300.0,5006.0,60372183005006.0,Block 5006,G5040,U,51445.0,U,S,14832.0,0.0,34.040568,-118.3615584
856 Serrano Place,Los Angeles,CA,90029,"$4,100",1923.0,5,Multi-Family,"1,982",(310) 365-8565,3,3,2.0,2.0,184.0,1.0,997.0,,,,1.0,5.0,1.0,3.0,0.0,0.0,64.0,29.0,0.0,6.0,289.0,52.0,51.0,35.0,390.0,74.0,212.0,52.0,34.085768,-118.306859,9,88445,3.14,12.3,39.7,2.15,62,3.2,4500.0,0.53,0.18,0.72,0.19,0.0,70,80,61,35,32,6,10,https://www.trulia.com/c/ca/los-angeles/856-serrano-pl-los-angeles-ca-90029--2077300739,,4100.0,,1982.0,6.0,37.0,191610.0,2005.0,60371916102005.0,Block 2005,G5040,U,51445.0,U,S,47423.0,0.0,34.085368599999995,-118.30645619999999
922 East 41st Place,Los Angeles,CA,90011,"$2,450",1907.0,1,Single-Family Home,"2,015",(805) 630-4703,3,3,2.0,2.0,98.0,,342.0,,,,0.0,0.0,0.0,0.0,1.0,3.0,66.0,25.0,0.0,4.0,129.0,37.0,8.0,4.0,121.0,4.0,36.0,12.0,34.008325,-118.259451,9,78794,3.14,12.7,37.5,1.78,58,3.4,1600.0,0.69,0.12,5.1,1.4,0.17,88,99,77,26,63,10,5,https://www.trulia.com/c/ca/los-angeles/922-e-41st-pl-los-angeles-ca-90011--2115481382,,2450.0,,2015.0,6.0,37.0,228320.0,3001.0,60372283203001.0,Block 3001,G5040,U,51445.0,U,S,20442.0,0.0,34.007945899999996,-118.26012890000001
4250 York Boulevard,Los Angeles,CA,90065,"$4,250",,1,Single-Family Home,"1,123",(310) 560-3929,3,3,2.0,2.0,39.0,,368.0,,58.0,,1.0,9.0,1.0,7.0,1.0,7.0,85.0,11.0,0.0,1.0,65.0,10.0,10.0,14.0,79.0,11.0,50.0,37.0,34.12413,-118.22461899999999,9,32102,3.14,11.8,40.5,1.67,53,2.5,1800.0,0.62,0.35,0.87,0.33,0.53,55,74,35,12,18,6,14,https://www.trulia.com/c/ca/los-angeles/4250-york-blvd-los-angeles-ca-90065--1058065388,,4250.0,,1123.0,6.0,37.0,186202.0,2000.0,60371862022000.0,Block 2000,G5040,U,51445.0,U,S,37796.0,0.0,34.1230943,-118.22478329999998
4723 August Street #10,Los Angeles,CA,90008,"$2,495",,4,Multi-Family,"1,000",(213) 927-2107,3,3,2.0,2.0,69.0,,334.0,,,,0.0,0.0,0.0,0.0,1.0,2.0,90.0,8.0,0.0,0.0,73.0,10.0,14.0,10.0,157.0,13.0,54.0,21.0,34.017292,-118.35123300000001,9,36606,3.14,12.4,38.7,1.4,55,3.6,1200.0,0.67,0.073,0.42,0.14,33.0,73,96,51,12,22,7,13,https://www.trulia.com/c/ca/los-angeles/4723-august-st-10-los-angeles-ca-90008--2353154064,,2495.0,,1000.0,6.0,37.0,236202.0,1000.0,60372362021000.0,Block 1000,G5040,U,51445.0,U,S,32445.0,0.0,34.0177799,-118.3520308
10815 Rose Avenue,Los Angeles,CA,90034,"$4,000",,2,Multi-Family,"2,200",(310) 288-6609,3,3,2.0,2.0,27.0,,296.0,,47.0,,1.0,9.0,1.0,7.0,1.0,6.0,89.0,7.0,0.0,2.0,138.0,14.0,15.0,31.0,168.0,34.0,110.0,71.0,34.025402,-118.416147,9,53634,3.14,12.0,39.6,2.33,63,4.0,7700.0,0.32,0.055999999999999994,0.2,0.12,38.0,43,56,31,7,7,6,10,https://www.trulia.com/c/ca/los-angeles/10815-rose-ave-los-angeles-ca-90034--1016525794,,4000.0,,2200.0,6.0,37.0,271701.0,3000.0,60372717013000.0,Block 3000,G5040,U,51445.0,U,S,157827.0,0.0,34.0274533,-118.416203
150 West 118th Street,Los Angeles,CA,90061,"$2,500",,1,Single-Family Home,"1,009",Phone not provided,3,3,2.0,2.0,42.0,,176.0,,47.0,,1.0,4.0,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,44.0,8.0,7.0,5.0,50.0,6.0,18.0,12.0,33.926452000000005,-118.27576299999998,9,38759,3.14,12.5,37.0,2.71,54,3.8,6300.0,0.62,0.12,0.41,0.19,0.23,82,99,66,14,41,10,8,https://www.trulia.com/c/ca/los-angeles/150-w-118th-st-los-angeles-ca-90061--1139599316,,2500.0,,1009.0,6.0,37.0,241400.0,2009.0,60372414002009.0,Block 2009,G5040,U,51445.0,U,S,20043.0,0.0,33.9260176,-118.274979
846 South Plymouth Boulevard,Los Angeles,CA,90005,"$3,995",,8,Multi-Family,,(310) 340-7955,3,3,2.0,2.0,22.0,,264.0,,118.0,,1.0,7.0,1.0,7.0,1.0,4.0,67.0,26.0,0.0,5.0,339.0,24.0,58.0,76.0,380.0,44.0,264.0,68.0,34.058935,-118.32426000000001,9,49250,3.14,12.4,39.1,1.5,61,3.1,1500.0,0.6,0.12,0.17,0.12,11.0,64,84,43,29,20,6,13,https://www.trulia.com/c/ca/los-angeles/846-s-plymouth-blvd-los-angeles-ca-90005--2115455821,,3995.0,,,6.0,37.0,212702.0,1005.0,60372127021005.0,Block 1005,G5040,U,51445.0,U,S,24905.0,0.0,34.058889799999996,-118.323654
10417 Louisiana Avenue,Los Angeles,CA,90025,"$6,500",,11,Multi-Family,"1,900",Phone not provided,3,3,2.0,2.0,35.0,2.0,572.0,,,,1.0,8.0,2.0,3.0,1.0,6.0,86.0,7.0,2.0,2.0,200.0,5.0,33.0,36.0,389.0,49.0,255.0,91.0,34.050902,-118.42167099999999,9,28870,3.14,11.9,40.1,1.71,61,3.6,2000.0,0.4,0.06,0.26,0.08800000000000001,0.23,24,29,18,8,4,5,20,https://www.trulia.com/c/ca/los-angeles/10417-louisiana-ave-los-angeles-ca-90025--1001979456,,6500.0,,1900.0,6.0,37.0,267100.0,3006.0,60372671003006.0,Block 3006,G5040,U,51445.0,U,S,32624.0,0.0,34.0520261,-118.4223487
3121 London Street,Los Angeles,CA,90026,"$3,800",,6,Single-Family Home,"1,200",Phone not provided,3,3,2.0,2.0,23.0,,314.0,,51.0,,1.0,5.0,2.0,5.0,1.0,5.0,79.0,18.0,0.0,2.0,275.0,37.0,66.0,63.0,339.0,58.0,192.0,62.0,34.077494,-118.279393,9,84329,3.14,12.4,39.1,2.11,65,3.4,4400.0,0.54,0.21,0.89,0.23,0.047,69,85,53,25,27,6,9,https://www.trulia.com/c/ca/los-angeles/3121-london-st-los-angeles-ca-90026--1139560587,,3800.0,,1200.0,6.0,37.0,195802.0,1003.0,60371958021003.0,Block 1003,G5040,U,51445.0,U,S,17728.0,0.0,34.0775986,-118.27851650000001
11911 Mayfield Avenue #3,Los Angeles,CA,90049,"$5,295",,11,Multi-Family,"1,600",(310) 780-4001,3,3,2.0,2.0,35.0,2.0,572.0,,,,1.0,2.0,1.0,8.0,1.0,6.0,94.0,2.0,0.0,3.0,181.0,14.0,28.0,42.0,236.0,42.0,227.0,185.0,34.049056,-118.466852,9,46697,3.14,11.6,40.5,1.63,61,3.3,1900.0,0.23,0.052000000000000005,1.4,0.078,0.0,31,37,26,7,6,5,13,https://www.trulia.com/c/ca/los-angeles/11911-mayfield-ave-3-los-angeles-ca-90049--2077415557,,5295.0,,1600.0,6.0,37.0,264302.0,1004.0,60372643021004.0,Block 1004,G5040,U,51445.0,U,S,38971.0,0.0,34.0485404,-118.4683092
1215 South Bedford Street #204,Los Angeles,CA,90035,"$3,850",,18,Multi-Family,"1,383",(310) 477-8090,3,3,2.0,2.0,5.0,,61.0,,34.0,,1.0,9.0,1.0,2.0,1.0,6.0,93.0,2.0,0.0,2.0,242.0,17.0,27.0,54.0,488.0,89.0,553.0,138.0,34.055281,-118.380555,9,46051,3.14,12.2,39.7,1.49,62,3.5,2400.0,0.63,0.075,0.14,0.09300000000000001,44.0,32,36,28,9,8,6,15,https://www.trulia.com/c/ca/los-angeles/1215-s-bedford-st-204-los-angeles-ca-90035--2284359247,,3850.0,,1383.0,6.0,37.0,216401.0,2006.0,60372164012006.0,Block 2006,G5040,U,51445.0,U,S,30550.0,0.0,34.0556945,-118.3809966
8958 West 24th Street,Los Angeles,CA,90034,"$4,150",1931.0,58,Single-Family Home,"1,700",(424) 543-4407,3,3,2.0,2.0,2.0,,18.0,,16.0,,1.0,4.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,2.0,126.0,18.0,13.0,32.0,322.0,24.0,73.0,71.0,34.03947,-118.387157,9,35291,3.14,12.2,39.5,2.03,62,3.8,4600.0,0.62,0.069,0.17,0.11,110.0,41,52,30,7,13,6,13,https://www.trulia.com/c/ca/los-angeles/8958-w-24th-st-los-angeles-ca-90034--1138778602,,4150.0,,1700.0,6.0,37.0,269700.0,3002.0,60372697003002.0,Block 3002,G5040,U,51445.0,U,S,20543.0,0.0,34.039063,-118.3866817
7103 South La Cienega Boulevard,Los Angeles,CA,90045,"$3,800",,12,Multi-Family,"1,382",(424) 399-7374,3,3,2.0,2.0,33.0,1.0,326.0,,,,1.0,5.0,1.0,5.0,1.0,5.0,95.0,1.0,0.0,0.0,103.0,14.0,7.0,15.0,140.0,13.0,102.0,23.0,33.972196999999994,-118.37023899999998,9,39275,3.14,12.3,38.2,1.58,59,5.9,3000.0,0.37,0.066,1.6,0.6,3.0,62,85,38,7,12,7,11,https://www.trulia.com/c/ca/los-angeles/7103-s-la-cienega-blvd-los-angeles-ca-90045--2352799071,,3800.0,,1382.0,6.0,37.0,276100.0,1000.0,60372761001000.0,Block 1000,G5040,U,51445.0,U,S,11008.0,0.0,33.9717535,-118.37018559999999
449 South Le Doux Road #211,Los Angeles,CA,90048,"$3,900",1962.0,6,Multi-Family,"1,700",(424) 262-4946,3,3,2.0,2.0,8.0,,187.0,,32.0,,1.0,7.0,1.0,7.0,1.0,6.0,89.0,4.0,0.0,5.0,380.0,10.0,104.0,92.0,1164.0,140.0,866.0,220.0,34.070067,-118.377453,9,41118,3.14,12.2,40.0,1.54,67,3.8,3300.0,0.54,0.08,0.15,0.084,11.0,23,25,22,9,4,5,16,https://www.trulia.com/c/ca/los-angeles/449-s-le-doux-rd-211-los-angeles-ca-90048--2352659692,,3900.0,,1700.0,6.0,37.0,214902.0,2011.0,60372149022011.0,Block 2011,G5040,U,51445.0,U,S,12134.0,0.0,34.0702673,-118.37794040000001
