Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
614 Sedgegrass Dr,Champaign,IL,61822,"$1,250",NA,30,Townhome,NA,(217) 390-7693,3,3,2,2,6,1,2,1,0,0,10,4,6,4,2,5,40.121036,-88.312671,5,5187,3.14,10.3,39.3,0.74,30,1.1,440,0.021,0.043,1.3,0.14,0.012,25,30,20,3,2,11,6,https://www.trulia.com/rental/4040954363-614-Sedgegrass-Dr-Champaign-IL-61822
603 E Clark St,Champaign,IL,61820,$770,NA,30,Multi-Family Home,392,(217) 359-6108,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115387,-88.229952,5,35925,3.14,10.3,39,2.32,46,2.2,280,0.25,0.047,2.1,1.7,1,63,44,82,11,8,1,2,https://www.trulia.com/rental/3235425467-603-E-Clark-St-Champaign-IL-61820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.111723,-88.257353,5,15924,3.14,10.3,39.1,1.8,41,1.9,450,0.67,0.045,2.1,0.53,0.27,33,24,41,3,4,5,9,https://www.trulia.com/rental/4003234223-812-W-Healey-St-Champaign-IL-61820
408 S Prairie St #MULTIPLE S,Champaign,IL,61820,"$1,250",NA,28,Multi-Family Home,NA,(217) 841-2404,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.111838,-88.248447,5,29703,3.14,10.3,39.1,2.43,46,2.2,340,0.43,0.046,1.9,0.88,0.77,51,31,68,6,5,2,4,https://www.trulia.com/rental/4041151517-408-S-Prairie-St-MULTIPLE-S-Champaign-IL-61820
309 E Healey St,Champaign,IL,61820,$790,NA,51,Multi-Family Home,575,(309) 212-6165,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.111452,-88.234344,5,34780,3.14,10.3,39,2.34,46,2.2,290,0.29,0.047,2,1.6,0.97,61,41,81,10,7,1,2,https://www.trulia.com/rental/4040184887-309-E-Healey-St-Champaign-IL-61820
112 N Neil St #G,Champaign,IL,61820,"$1,200",NA,34,Multi-Family Home,"1,496",(865) 789-8991,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.116831,-88.243467,5,28368,3.14,10.3,39.1,2.67,47,2.3,380,0.39,0.047,2.1,0.95,0.84,57,38,73,7,7,2,4,https://www.trulia.com/rental/4040802073-112-N-Neil-St-G-Champaign-IL-61820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.086319,-88.282062,5,10742,3.14,10.3,39.2,0.77,33,1.3,62,0.12,0.039,0.59,0.17,0.0061,19,21,17,3,3,5,18,https://www.trulia.com/rental/4032859809-2204-Aspen-Dr-Champaign-IL-61821
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.109015,-88.273674,5,13344,3.14,10.3,39.2,1.42,37,1.6,300,0.53,0.043,1.8,0.26,0.061,32,32,31,4,4,8,13,https://www.trulia.com/rental/4038505978-1608-W-John-St-Champaign-IL-61821
108 W Charles St #101,Champaign,IL,61820,$600,NA,13,Multi-Family Home,450,Phone not provided,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.105892,-88.244352,5,27879,3.14,10.3,39.1,2.47,46,2.2,320,0.33,0.046,1.8,0.92,0.81,53,32,73,7,4,1,3,https://www.trulia.com/rental/4040560934-108-W-Charles-St-101-Champaign-IL-61820
3742 Thornhill Cir,Champaign,IL,61822,"$1,150",NA,36,Multi-Family Home,"1,240",(217) 403-3300,2,2,2,2,5,0,3,2,0,0,10,4,6,4,2,5,40.107277,-88.307699,5,6216,3.14,10.3,39.3,1.09,32,1.3,340,0.11,0.041,0.95,0.15,0.029,33,34,31,2,4,5,13,https://www.trulia.com/rental/4040681870-3742-Thornhill-Cir-Champaign-IL-61822
706 S 1st St,Champaign,IL,61820,$695,NA,51,Multi-Family Home,638,(309) 212-6165,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109509,-88.238666,5,30874,3.14,10.3,39,2.46,47,2.3,320,0.32,0.046,1.9,1.3,0.92,58,37,78,9,6,1,2,https://www.trulia.com/rental/3231042797-706-S-1st-St-Champaign-IL-61820
1408 Bluegrass Ln,Champaign,IL,61822,"$1,100",NA,55,Townhome,NA,(217) 356-8750,2,2,2,2,4,2,0,1,2,0,10,4,6,4,2,5,40.130291,-88.308816,5,5511,3.14,10.3,39.3,0.723,30,1.1,430,0.011,0.044,1.4,0.14,0.012,25,30,19,3,2,12,5,https://www.trulia.com/rental/3216238369-1408-Bluegrass-Ln-Champaign-IL-61822
1519 Hedge Rd,Champaign,IL,61821,"$1,175",NA,52,Single-Family Home,NA,(217) 377-8850,5,5,2,2,2,0,4,2,1,0,10,4,6,4,2,5,40.131921,-88.271103,5,7757,3.14,10.3,39.1,1.63,36,1.8,490,0.41,0.048,4,0.34,0.094,56,54,58,7,12,7,10,https://www.trulia.com/rental/4008074468-1519-Hedge-Rd-Champaign-IL-61821
1507 Lincolnshire Dr,Champaign,IL,61821,$875,NA,36,Townhome,"1,100",(217) 239-4300,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.097292,-88.270338,5,13384,3.14,10.3,39.2,0.965,35,1.4,64,0.36,0.042,1.1,0.23,0.034,22,23,20,2,3,7,16,https://www.trulia.com/rental/3242191122-1507-Lincolnshire-Dr-Champaign-IL-61821
203 S 6th St,Champaign,IL,61820,"$1,240",NA,51,Multi-Family Home,975,(309) 212-6165,4,4,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114998,-88.230438,5,36202,3.14,10.3,39,2.31,45,2.2,280,0.26,0.047,2.1,1.7,0.99,63,44,81,11,8,1,2,https://www.trulia.com/rental/4040187346-203-S-6th-St-Champaign-IL-61820
1101 N McKinley Ave,Champaign,IL,61821,$750,NA,55,Single-Family Home,NA,(217) 607-1645,3,3,1,1,2,0,4,2,1,0,10,4,6,4,2,4,40.126548,-88.262737,5,11821,3.14,10.3,39.1,1.89,39,1.8,510,0.61,0.047,3.5,0.47,0.16,47,43,51,4,9,7,10,https://www.trulia.com/rental/4040065843-1101-N-McKinley-Ave-Champaign-IL-61821
58 E John St,Champaign,IL,61820,$885,NA,51,Multi-Family Home,725,(309) 212-6165,3,3,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109020,-88.239203,5,30098,3.14,10.3,39,2.47,47,2.3,320,0.32,0.046,1.9,1.2,0.9,58,36,78,8,6,1,3,https://www.trulia.com/rental/4006049150-58-E-John-St-Champaign-IL-61820
2306 Carlisle Dr #A,Champaign,IL,61821,$925,NA,52,Multi-Family Home,"1,000",(217) 239-4300,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.085037,-88.268616,5,10208,3.14,10.4,39.2,0.728,33,1.3,64,0.13,0.04,0.62,0.2,0.015,18,19,16,2,2,6,20,https://www.trulia.com/rental/4000017197-2306-Carlisle-Dr-A-Champaign-IL-61821
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.128590,-88.264855,5,11140,3.14,10.3,39.1,1.81,38,1.8,500,0.55,0.048,3.6,0.44,0.14,51,48,54,5,10,7,9,https://www.trulia.com/rental/4037422742-1118-Northwood-Dr-N-Champaign-IL-61821
207 W Washington St,Champaign,IL,61820,"$1,200",NA,55,Multi-Family Home,"1,025",(650) 387-2393,1,1,1,1,1,2,1,2,2,2,10,4,6,4,2,4,40.120180,-88.245284,5,22655,3.14,10.3,39.1,2.59,46,2.3,500,0.41,0.047,2.2,0.92,0.84,57,43,71,8,8,3,5,https://www.trulia.com/rental/4040057187-207-W-Washington-St-Champaign-IL-61820
1111 S 3rd St,Champaign,IL,61820,$490,NA,51,Multi-Family Home,433,(309) 212-6165,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.105216,-88.235587,5,33508,3.14,10.3,39,2.25,45,2.2,250,0.25,0.046,1.8,1.4,0.91,60,39,82,11,5,1,1,https://www.trulia.com/rental/4010982890-202-E-Gregory-Dr-Champaign-IL-61820
508 S Mattis Ave,Champaign,IL,61821,$625,NA,51,Lot size: 1 acre,800,(309) 212-6165,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,5,40.111051,-88.276686,5,12847,3.14,10.3,39.2,1.44,36,1.6,300,0.51,0.043,1.9,0.24,0.057,33,34,32,4,4,8,13,https://www.trulia.com/rental/3066014297-508-S-Mattis-Ave-Champaign-IL-61821
502 E Healey St,Champaign,IL,61820,$595,NA,48,Multi-Family Home,525,(309) 212-6165,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.111510,-88.231680,5,36265,3.14,10.3,39,2.25,45,2.2,260,0.27,0.047,1.9,1.6,0.99,62,42,81,11,7,1,2,https://www.trulia.com/rental/4040330908-502-E-Healey-St-Champaign-IL-61820
1107 Euclid St,Champaign,IL,61820,$485,NA,51,Multi-Family Home,385,(309) 212-6165,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.104522,-88.234509,5,33569,3.14,10.3,39,2.24,45,2.2,230,0.25,0.046,1.7,1.5,0.91,60,38,82,11,5,1,1,https://www.trulia.com/rental/4010081052-1107-Euclid-St-Champaign-IL-61820
3301 Fields South Dr #201,Champaign,IL,61822,"$1,400",2017,58,Multi-Family Home,"1,028",(217) 356-8750,2,2,2,2,5,0,3,2,0,0,10,4,6,4,2,5,40.083607,-88.308070,5,6066,3.14,10.3,39.3,0.93,30,1.1,210,0.065,0.037,0.29,0.13,0.018,18,27,10,3,1,4,16,https://www.trulia.com/rental/4039881695-3301-Fields-South-Dr-201-Champaign-IL-61822
533 County Road 1600 N #30,Champaign,IL,61822,$975,NA,55,Multi-Family Home,NA,(217) 398-5899,3,3,2,2,0,1,1,0,0,0,10,4,6,4,2,5,40.113124,-88.360076,5,418,3.14,10.3,39.2,0.363,26,0.77,40,0.37,0.034,0.17,0.069,0.00054,24,14,35,0,6,12,11,https://www.trulia.com/rental/4040060979-533-County-Road-1600-N-30-Champaign-IL-61822
48 E John St,Champaign,IL,61820,$325,NA,55,Multi-Family Home,935,(872) 244-6747,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.109017,-88.239901,5,29805,3.14,10.3,39.1,2.48,47,2.3,310,0.33,0.046,1.9,1.1,0.89,57,36,77,8,6,1,3,https://www.trulia.com/rental/3213971107-48-E-John-St-Champaign-IL-61820
411 E Healey St,Champaign,IL,61820,"$1,500",NA,51,Multi-Family Home,990,(309) 212-6165,4,4,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.111406,-88.233340,5,34832,3.14,10.3,39,2.33,46,2.2,280,0.27,0.047,2,1.6,0.99,61,41,82,10,7,1,2,https://www.trulia.com/rental/4040186466-411-E-Healey-St-Champaign-IL-61820
502 S Mattis Ave,Champaign,IL,"""61821""",$695 - $825,NA,55,Lot size: 0.93 acres,NA,(217) 352-3410,2,3,1,1,3,0,5,1,0,0,10,5,6,4,2,5,40.111586,-88.276695,5,12565,3.14,10.3,39.2,1.44,36,1.6,310,0.51,0.043,1.9,0.25,0.059,33,34,32,4,4,8,13,https://www.trulia.com/rental/4029284157-502-S-Mattis-Ave-Champaign-IL-61821
1007 S 1st St,Champaign,IL,61820,$780,NA,51,Multi-Family Home,656,(309) 212-6165,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.087050,-88.238196,5,2510,3.14,10.4,39.1,0.734,34,1.3,120,0.17,0.041,0.76,0.3,0.075,25,24,25,4,2,6,17,https://www.trulia.com/rental/4016036355-1007-S-1st-St-Champaign-IL-61820
609 Corey Ln,Champaign,IL,61822,"$1,200",NA,55,Single-Family Home,NA,(217) 356-8750,2,2,2,2,2,0,4,2,1,0,10,4,6,4,2,4,40.151269,-88.254423,5,4934,3.14,10.3,39,1.18,36,2.1,100,0.075,0.054,2.2,0.4,0.037,57,69,45,13,9,8,8,https://www.trulia.com/rental/4040049429-609-Corey-Ln-Champaign-IL-61822
201 N New St,Champaign,IL,61820,$395,NA,64,Multi-Family Home,450,(217) 352-1335,1,1,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.117464,-88.254318,5,15308,3.14,10.3,39.1,1.9,41,1.9,490,0.65,0.046,2.5,0.58,0.37,40,32,48,4,5,4,8,https://www.trulia.com/rental/4039573286-201-N-New-St-Champaign-IL-61820
303 S Wright St,Champaign,IL,61820,"$1,170",NA,84,Multi-Family Home,743,(217) 359-6108,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109003,-88.228912,5,36966,3.14,10.3,39,2.17,45,2.1,230,0.26,0.047,1.8,1.6,0.99,61,41,81,12,7,1,2,https://www.trulia.com/rental/4038715986-303-S-Wright-St-Champaign-IL-61820
302 S 1st St #200,Champaign,IL,61820,"$1,690",NA,62,Multi-Family Home,"1,029",(217) 352-3182,2,2,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114125,-88.238687,5,32946,3.14,10.3,39,2.44,46,2.2,330,0.33,0.047,2,1.3,0.87,59,40,77,8,7,1,3,https://www.trulia.com/rental/4039725584-302-S-1st-St-200-Champaign-IL-61820
310 Cedar St,Champaign,IL,61820,$750,NA,58,Single-Family Home,800,(217) 352-5509,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.099013,-88.247713,5,19247,3.14,10.4,39.1,1.91,42,1.9,230,0.38,0.045,1.6,0.75,0.46,46,25,61,3,3,2,4,https://www.trulia.com/rental/3171613780-310-Cedar-St-Champaign-IL-61820
406 W Clark St,Champaign,IL,"""61820""",$675,NA,66,Apartment,NA,(217) 352-1335,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115353,-88.249163,5,25488,3.14,10.3,39.1,2.54,46,2.3,410,0.45,0.046,2.1,0.85,0.78,51,33,67,6,5,2,5,https://www.trulia.com/rental/4003396773-406-W-Clark-St-Champaign-IL-61820
101 E Green St,Champaign,IL,"""61820""","$1,048 - $1,596",NA,68,Apartment,NA,(812) 645-2021,2,4,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110209,-88.238340,5,31396,3.14,10.3,39,2.45,46,2.2,320,0.32,0.046,2,1.4,0.94,59,38,79,9,6,1,2,https://www.trulia.com/rental/3229383931-101-E-Green-St-Champaign-IL-61820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.100688,-88.247488,5,21743,3.14,10.4,39.1,2.07,43,2,260,0.38,0.045,1.6,0.79,0.6,47,26,64,4,3,2,4,https://www.trulia.com/rental/3117143500-1316-Alms-Dr-Champaign-IL-61820
306 E White St,Champaign,IL,61820,$875,NA,79,Multi-Family Home,775,(309) 212-6165,3,3,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114462,-88.234704,5,34035,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://www.trulia.com/rental/4007407856-306-E-White-St-Champaign-IL-61820
509 Bash Ct,Champaign,IL,61820,"$1,500",NA,80,Multi-Family Home,990,(309) 212-6165,5,5,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.112000,-88.231252,5,35420,3.14,10.3,39,2.3,46,2.2,270,0.27,0.047,2,1.6,1,62,42,81,10,8,1,2,https://www.trulia.com/rental/4016038937-509-Bash-Ct-Champaign-IL-61820
608 E Chalmers St,Champaign,IL,"""61820""","$1,996 - $2,352",NA,67,Apartment,NA,(217) 253-8439,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.106856,-88.229582,5,36051,3.14,10.3,39,2.18,45,2.1,230,0.25,0.047,1.8,1.6,0.98,61,40,82,11,6,1,2,https://www.trulia.com/rental/3213970899-608-E-Chalmers-St-Champaign-IL-61820
109 E Chalmers St,Champaign,IL,61820,"$1,580",NA,80,Multi-Family Home,985,(309) 212-6165,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.106521,-88.237481,5,30385,3.14,10.3,39,2.42,47,2.2,280,0.28,0.046,1.9,1.4,0.94,59,37,81,9,5,1,2,https://www.trulia.com/rental/4011286220-109-E-Chalmers-St-Champaign-IL-61820
505 E Stoughton St,Champaign,IL,61820,"$1,578",2001,87,Multi-Family Home,"1,000",(217) 351-1800,3,3,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.113480,-88.231432,5,35601,3.14,10.3,39,2.32,46,2.2,280,0.27,0.047,2,1.6,1,62,43,81,10,8,1,2,https://www.trulia.com/rental/4000922140-505-E-Stoughton-St-Champaign-IL-61820
1006 Westfield Dr,Champaign,IL,61821,$950,NA,73,Single-Family Home,"1,250",(217) 355-3784,3,3,1,1,4,0,5,1,0,0,10,4,6,4,2,5,40.104693,-88.289707,5,13074,3.14,10.3,39.2,1.2,35,1.4,230,0.27,0.042,1.2,0.18,0.029,36,37,34,4,5,8,13,https://www.trulia.com/rental/4025924468-1006-Westfield-Dr-Champaign-IL-61821
309 W Hill St,Champaign,IL,"""61820""",$820 - $895,NA,67,Apartment,NA,(217) 352-1335,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.119215,-88.247984,5,21679,3.14,10.3,39.1,2.49,45,2.2,490,0.46,0.047,2.2,0.84,0.77,53,40,66,7,6,3,5,https://www.trulia.com/rental/4003396766-309-W-Hill-St-Champaign-IL-61820
1727 Lincoln Pl,Champaign,IL,"""61821""",$675 - $745,NA,65,Apartment,NA,(217) 352-1335,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.094335,-88.264007,5,11861,3.14,10.4,39.1,0.899,35,1.4,56,0.33,0.041,0.95,0.25,0.044,19,19,19,2,2,6,17,https://www.trulia.com/rental/4003396960-1727-Lincoln-Pl-Champaign-IL-61821
1515 W Kirby Ave #2,Champaign,IL,61821,$719,NA,80,Multi-Family Home,900,(217) 239-4300,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,5,40.098149,-88.271434,5,13691,3.14,10.3,39.2,0.976,35,1.4,66,0.36,0.042,1.1,0.22,0.034,22,23,20,2,3,7,16,https://www.trulia.com/rental/4038956971-1515-W-Kirby-Ave-2-Champaign-IL-61821
308 N State St,Champaign,IL,"""61820""",$745 - $835,NA,65,Apartment,NA,(217) 352-1335,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.119012,-88.246836,5,23383,3.14,10.3,39.1,2.59,46,2.3,480,0.42,0.047,2.2,0.88,0.82,55,39,70,7,7,3,5,https://www.trulia.com/rental/4003396992-308-N-State-St-Champaign-IL-61820
1703 Valley Rd #A,Champaign,IL,61820,$800,1968,65,Multi-Family Home,860,(217) 356-4012,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.096891,-88.249403,5,14317,3.14,10.4,39.1,1.44,38,1.6,220,0.39,0.044,1.4,0.62,0.27,38,23,49,2,2,3,6,https://www.trulia.com/rental/4039566723-1703-Valley-Rd-A-Champaign-IL-61820
1656 Valley Rd,Champaign,IL,61820,$875,1968,65,Multi-Family Home,"1,000",(217) 356-4012,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.097434,-88.249301,5,15815,3.14,10.4,39.1,1.59,40,1.7,220,0.38,0.044,1.5,0.65,0.33,40,23,53,2,2,2,5,https://www.trulia.com/rental/4039566725-1656-Valley-Rd-Champaign-IL-61820
112 N Neil St,Champaign,IL,"""61820""","$945 - $1,375",NA,65,Apartment,NA,(217) 352-1335,Studio,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.116831,-88.243467,5,28368,3.14,10.3,39.1,2.67,47,2.3,380,0.39,0.047,2.1,0.95,0.84,57,38,73,7,7,2,4,https://www.trulia.com/rental/4003396967-112-N-Neil-St-Champaign-IL-61820
509 E Stoughton St,Champaign,IL,61820,$855,NA,80,Multi-Family Home,725,(309) 212-6165,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.113480,-88.231042,5,35613,3.14,10.3,39,2.31,46,2.2,270,0.26,0.047,2,1.7,1,62,43,81,10,8,1,2,https://www.trulia.com/rental/4038949923-509-E-Stoughton-St-Champaign-IL-61820
806 S 3rd St,Champaign,IL,"""61820""",$499 - $705,NA,64,Apartment,NA,(217) 615-5189,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.108462,-88.235335,5,34736,3.14,10.3,39,2.28,46,2.2,280,0.29,0.046,1.9,1.5,0.95,60,39,81,10,6,1,2,https://www.trulia.com/rental/3213973228-806-S-3rd-St-Champaign-IL-61820
905 S Locust St #104,Champaign,IL,61820,"$1,050",NA,73,Multi-Family Home,NA,(217) 356-8750,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.107285,-88.240328,5,27773,3.14,10.3,39.1,2.53,47,2.3,320,0.32,0.046,1.8,1,0.87,56,34,77,8,5,1,3,https://www.trulia.com/rental/4039190544-905-S-Locust-St-104-Champaign-IL-61820
109 E John St,Champaign,IL,"""61820""","$1,497",NA,67,Apartment,NA,(760) 961-4951,3,3,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.108987,-88.237503,5,32148,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://www.trulia.com/rental/3231544573-109-E-John-St-Champaign-IL-61820
502 E John St,Champaign,IL,61820,"$2,780",NA,92,Multi-Family Home,"1,187",(217) 359-6108,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.109146,-88.231662,5,36573,3.14,10.3,39,2.19,45,2.1,250,0.26,0.047,1.8,1.6,0.96,61,41,82,11,6,1,2,https://www.trulia.com/rental/4035786245-502-E-John-St-Champaign-IL-61820
801 W Hill St #2,Champaign,IL,61820,$600,NA,98,Multi-Family Home,550,(217) 356-8750,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.119176,-88.255980,5,14814,3.14,10.3,39.1,1.8,40,1.8,500,0.67,0.047,2.7,0.54,0.23,40,34,46,3,6,5,9,https://www.trulia.com/rental/4037954961-801-W-Hill-St-2-Champaign-IL-61820
210 W Washington St,Champaign,IL,61820,"$1,295",NA,101,Single-Family Home,NA,(217) 384-5555,4,4,2,2,1,2,1,2,2,2,10,4,6,4,2,4,40.120237,-88.246322,5,21495,3.14,10.3,39.1,2.57,46,2.3,520,0.43,0.047,2.2,0.89,0.82,56,43,69,8,7,3,5,https://www.trulia.com/rental/3225534157-210-W-Washington-St-Champaign-IL-61820
2526 Leeper Dr,Champaign,IL,61822,$730,NA,93,Single-Family Home,"1,140",(515) 519-3739,2,2,2,2,3,0,5,1,0,0,10,5,6,4,2,4,40.081172,-88.277323,5,8990,3.14,10.3,39.2,0.702,32,1.2,66,0.081,0.039,0.49,0.17,0.0042,17,20,13,2,2,5,17,https://www.trulia.com/rental/4034447315-2526-Leeper-Dr-Champaign-IL-61822
211 E John St,Champaign,IL,61820,"$1,500",NA,94,Multi-Family Home,990,(309) 212-6165,4,4,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109015,-88.235690,5,33732,3.14,10.3,39,2.35,46,2.2,290,0.29,0.047,1.9,1.6,0.96,60,39,81,10,6,1,2,https://www.trulia.com/rental/4038131052-211-E-John-St-Champaign-IL-61820
1009 S 2nd St #304,Champaign,IL,61820,$630,1995,94,Multi-Family Home,NA,(217) 384-0333,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.105574,-88.237039,5,32346,3.14,10.3,39,2.28,46,2.2,250,0.26,0.046,1.7,1.3,0.87,59,38,81,10,5,1,2,https://www.trulia.com/rental/3247274615-1009-S-2nd-St-304-Champaign-IL-61820
407 S State St #14,Champaign,IL,61820,$675,NA,95,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.111866,-88.246839,5,30847,3.14,10.3,39.1,2.48,46,2.3,330,0.41,0.046,1.9,0.91,0.78,53,33,70,7,5,1,4,https://www.trulia.com/rental/4038088201-407-S-State-St-14-Champaign-IL-61820
602 E Stoughton St,Champaign,IL,61820,$695,NA,94,Multi-Family Home,600,(309) 212-6165,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.113544,-88.230183,5,36542,3.14,10.3,39,2.29,45,2.2,280,0.26,0.047,2,1.7,0.99,62,43,81,11,8,1,2,https://www.trulia.com/rental/4009086819-602-E-Stoughton-St-Champaign-IL-61820
105 S Wright St,Champaign,IL,"""61820""","$1,020 - $1,460",NA,88,Apartment,NA,(205) 209-4742,2,2,1,2,0,2,2,1,3,2,10,4,6,4,2,4,40.115745,-88.228979,5,35774,3.14,10.3,39,2.32,46,2.2,270,0.25,0.047,2.1,1.7,1,63,44,82,11,9,0,2,https://www.trulia.com/rental/3213971457-105-S-Wright-St-Champaign-IL-61820
1114 W Daniel St,Champaign,IL,61821,"$1,450",NA,95,Single-Family Home,NA,(217) 356-8750,3,3,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.108195,-88.263801,5,15456,3.14,10.3,39.1,1.47,38,1.7,350,0.63,0.044,1.9,0.4,0.12,27,23,31,2,3,6,12,https://www.trulia.com/rental/3112732783-1114-W-Daniel-St-Champaign-IL-61821
503 E Stoughton St,Champaign,IL,"""61820""","$960 - $1,341",NA,102,Apartment,NA,(567) 288-2543,3,3,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.113482,-88.231612,5,35640,3.14,10.3,39,2.32,46,2.2,280,0.27,0.047,2,1.6,1,62,43,81,10,8,1,2,https://www.trulia.com/rental/3213974748-503-E-Stoughton-St-Champaign-IL-61820
3727 Boulder Ridge Dr,Champaign,IL,61822,"$1,025",NA,95,Townhome,NA,(217) 356-8750,2,2,2,2,4,2,0,1,2,0,10,4,6,4,2,5,40.131392,-88.307990,5,5831,3.14,10.3,39.3,0.723,30,1.1,410,0.012,0.044,1.5,0.14,0.014,25,29,20,3,2,11,6,https://www.trulia.com/rental/3187225806-3727-Boulder-Ridge-Dr-Champaign-IL-61822
208 W Washington St,Champaign,IL,61820,"$1,895",NA,101,Single-Family Home,NA,(217) 384-5555,4,4,2,2,1,2,1,2,2,2,10,4,6,4,2,4,40.120237,-88.246134,5,21892,3.14,10.3,39.1,2.57,46,2.3,510,0.42,0.047,2.2,0.89,0.82,56,43,69,8,7,3,5,https://www.trulia.com/rental/3138536129-208-W-Washington-St-Champaign-IL-61820
106 E Daniel St,Champaign,IL,61820,"$1,440",NA,94,Multi-Family Home,"1,100",(309) 212-6165,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.107973,-88.238092,5,31649,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.3,0.92,59,37,79,9,5,1,2,https://www.trulia.com/rental/4007409126-106-E-Daniel-St-Champaign-IL-61820
