Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
201 W Springfield Ave,Champaign,IL,61820,$650,NA,37,Multi-Family Home,NA,(217) 403-3300,1,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.112569,-88.245481,5,30618,3.14,10.3,39.1,2.49,46,2.3,330,0.4,0.046,1.9,0.92,0.79,54,33,71,7,5,1,4,https://trulia.com/c/il//champaign/201-w-springfield-ave-champaign-il-61820--1002870665
918 W Vine St,Champaign,IL,61821,$725,NA,46,Single-Family Home,750,(217) 637-0806,2,2,1,1,2,1,2,0,0,1,10,4,6,4,2,4,40.122203,-88.259553,5,14349,3.14,10.3,39.1,1.85,39,1.8,530,0.64,0.047,3.1,0.5,0.19,44,39,49,4,8,6,9,https://trulia.com/c/il//champaign/918-w-vine-st-champaign-il-61821--2105197163
307 E Armory Ave,Champaign,IL,61820,$530,NA,43,Multi-Family Home,171,(217) 359-6108,NA,NA,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.105320,-88.234789,5,34195,3.14,10.3,39,2.23,45,2.1,240,0.25,0.046,1.8,1.5,0.92,60,39,82,11,5,1,2,https://trulia.com/c/il//champaign/307-e-armory-ave-champaign-il-61820--1004161579
601 W Springfield Ave #E,Champaign,IL,61820,$625,1883,44,Multi-Family Home,"1,000",(217) 369-2150,1,1,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.112597,-88.251984,5,21263,3.14,10.3,39.1,2.32,45,2.1,420,0.52,0.046,2,0.74,0.66,45,29,60,4,4,2,6,https://trulia.com/c/il//champaign/601-w-springfield-ave-e-champaign-il-61820--2343940019
2545 W Springfield Ave #4,Champaign,IL,61821,$610,NA,42,Multi-Family Home,550,(217) 403-1722,1,1,1,1,3,1,1,0,0,2,10,4,6,4,2,5,40.112878,-88.289134,5,11904,3.14,10.3,39.2,1.26,35,1.5,300,0.27,0.043,1.6,0.18,0.038,37,38,36,3,5,8,11,https://trulia.com/c/il//champaign/2545-w-springfield-ave-4-champaign-il-61821--2329566263
59 E Springfield Ave,Champaign,IL,61820,"$1,600",NA,43,Single-Family Home,NA,(217) 239-4300,5,5,2,2,3,1,2,0,0,1,10,4,6,4,2,4,40.112592,-88.239141,5,32153,3.14,10.3,39,2.45,46,2.2,320,0.34,0.047,2,1.2,0.87,58,39,77,8,6,1,3,https://trulia.com/c/il//champaign/59-e-springfield-ave-champaign-il-61820--2105192012
603 E Clark St,Champaign,IL,61820,$770,NA,43,Multi-Family Home,392,(217) 359-6108,1,1,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.115387,-88.229952,5,35925,3.14,10.3,39,2.32,46,2.2,280,0.25,0.047,2.1,1.7,1,63,44,82,11,8,1,2,https://trulia.com/c/il//champaign/603-e-clark-st-champaign-il-61820--1011568235
101 E Chalmers St,Champaign,IL,61820,"$9,000",NA,34,Single-Family Home,"3,463",(217) 722-9000,1,1,4,4,3,1,2,0,0,1,10,5,6,4,2,4,40.106516,-88.238422,5,30164,3.14,10.3,39,2.43,47,2.2,290,0.3,0.046,1.8,1.2,0.88,58,36,79,9,5,1,2,https://trulia.com/c/il//champaign/101-e-chalmers-st-champaign-il-61820--2105189029
707 S 6th St,Champaign,IL,61820,"$1,310",NA,43,Multi-Family Home,590,(217) 359-6108,2,2,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.110193,-88.230504,5,37107,3.14,10.3,39,2.18,45,2.1,240,0.26,0.047,1.9,1.6,0.98,62,42,81,11,7,1,2,https://trulia.com/c/il//champaign/707-s-6th-st-champaign-il-61820--1002304479
503 E Springfield Ave,Champaign,IL,61820,$840,NA,33,Multi-Family Home,NA,(217) 351-1800,1,1,1,1,1,0,1,1,0,1,10,5,6,4,2,4,40.112651,-88.231613,5,35332,3.14,10.3,39,2.31,46,2.2,270,0.27,0.047,2,1.6,1,62,42,81,10,8,1,2,https://trulia.com/c/il//champaign/503-e-springfield-ave-champaign-il-61820--1012124429
610 S Mattis Ave,Champaign,IL,61821,$865,NA,37,Single-Family Home,900,(217) 359-3527,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,5,40.109366,-88.276655,5,13383,3.14,10.3,39.2,1.4,36,1.6,280,0.49,0.043,1.7,0.23,0.052,34,35,32,4,4,8,13,https://trulia.com/c/il//champaign/610-s-mattis-ave-champaign-il-61821--2105196738
1608 W White St,Champaign,IL,61821,$900,NA,30,Single-Family Home,960,(217) 778-8375,1,1,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.114651,-88.273232,5,13112,3.14,10.3,39.2,1.55,37,1.6,360,0.54,0.044,2.4,0.29,0.079,35,34,36,4,5,8,12,https://trulia.com/c/il//champaign/1608-w-white-st-champaign-il-61821--2105195137
705 W Church St,Champaign,IL,61820,$550,NA,35,Multi-Family Home,663,(309) 212-6165,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.118221,-88.255134,5,14316,3.14,10.3,39.1,1.82,40,1.9,490,0.68,0.046,2.5,0.55,0.27,38,31,45,3,5,5,9,https://trulia.com/c/il//champaign/705-w-church-st-champaign-il-61820--1004280381
2203 Belmore Dr,Champaign,IL,61821,"$1,200",1975,27,Single-Family Home,"1,255",(217) 621-0429,3,3,1,1,3,1,1,0,0,2,10,5,6,4,2,5,40.087732,-88.282108,5,11120,3.14,10.3,39.2,0.806,33,1.3,57,0.14,0.04,0.64,0.17,0.0078,20,22,18,2,3,6,18,https://trulia.com/c/il//champaign/2203-belmore-dr-champaign-il-61821--1001604224
2014 W William St,Champaign,IL,61821,$805,NA,26,Single-Family Home,"1,140",(217) 239-4300,3,3,1,1,3,1,1,0,0,2,10,4,6,4,2,5,40.106165,-88.280801,5,14249,3.14,10.3,39.2,1.27,36,1.5,220,0.39,0.042,1.5,0.2,0.036,34,36,32,4,5,8,14,https://trulia.com/c/il//champaign/2014-w-william-st-champaign-il-61821--1076225592
1615 Bassett Ln,Champaign,IL,61821,"$1,700",1976,23,Single-Family Home,"3,067",(217) 359-3527,4,4,3,3,3,1,1,1,0,1,10,5,6,4,2,4,40.084190,-88.272951,5,9569,3.14,10.3,39.2,0.73,33,1.2,51,0.12,0.04,0.6,0.19,0.0086,17,19,15,2,2,6,18,https://trulia.com/c/il//champaign/1615-bassett-ln-champaign-il-61821--2059017292
805 W Green St,Champaign,IL,61820,$710,NA,43,Single-Family Home,NA,(217) 359-6108,1,1,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.110117,-88.256510,5,16719,3.14,10.3,39.1,1.91,42,1.9,450,0.63,0.045,2,0.57,0.35,35,23,46,3,3,4,9,https://trulia.com/c/il//champaign/805-w-green-st-champaign-il-61820--2105193060
108 W Charles St #101,Champaign,IL,61820,$600,NA,26,Multi-Family Home,450,Phone not provided,1,1,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.105892,-88.244352,5,27879,3.14,10.3,39.1,2.47,46,2.2,320,0.33,0.046,1.8,0.92,0.81,53,32,73,7,4,1,3,https://trulia.com/c/il//champaign/108-w-charles-st-101-champaign-il-61820--2344903695
2002 Moreland Blvd #202,Champaign,IL,61822,$950,NA,27,Multi-Family Home,"1,000",(217) 827-4878,2,2,2,2,2,1,3,0,0,0,10,4,6,4,2,4,40.140116,-88.250818,5,7800,3.14,10.3,39,1.48,36,1.9,480,0.28,0.052,2.4,0.53,0.13,60,67,53,15,11,8,8,https://trulia.com/c/il//champaign/2002-moreland-blvd-202-champaign-il-61822--2345599707
607 S Prairie St,Champaign,IL,61820,"$1,090",NA,33,Single-Family Home,"1,200",(708) 903-7971,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.109318,-88.248509,5,28919,3.14,10.4,39.1,2.38,46,2.2,330,0.42,0.046,1.9,0.86,0.75,50,30,67,6,4,2,4,https://trulia.com/c/il//champaign/607-s-prairie-st-champaign-il-61820--1021036464
1405 W Kirby Ave #4,Champaign,IL,61821,$625,NA,37,Multi-Family Home,800,(217) 778-4062,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.098186,-88.269692,5,13390,3.14,10.3,39.2,0.978,35,1.4,74,0.38,0.042,1.1,0.24,0.038,21,23,20,2,3,7,16,https://trulia.com/c/il//champaign/1405-w-kirby-ave-4-champaign-il-61821--2345314280
Kirk Ln and Paula Dr,Champaign,IL,61821,"$1,100",NA,35,Single-Family Home,"1,338",(217) 493-5956,4,4,1,1,2,1,3,0,0,0,10,4,6,4,2,5,40.132017,-88.265655,5,9871,3.14,10.3,39.1,1.68,37,1.8,480,0.45,0.049,3.7,0.42,0.13,57,56,58,7,12,7,9,https://trulia.com/c/il//champaign/address-not-disclosed-champaign-il-61821--1006602455
406 E Stoughton St,Champaign,IL,61820,"$1,300",NA,43,Multi-Family Home,515,(217) 359-6108,2,2,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.113526,-88.232792,5,35892,3.14,10.3,39,2.32,46,2.2,290,0.28,0.047,2,1.6,0.97,62,43,81,10,8,1,2,https://trulia.com/c/il//champaign/406-e-stoughton-st-champaign-il-61820--1049742672
606 S Prairie St #2,Champaign,IL,61820,$575,NA,44,Multi-Family Home,500,(217) 369-2150,1,1,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.109553,-88.248437,5,28977,3.14,10.3,39.1,2.39,46,2.2,330,0.42,0.046,1.9,0.86,0.75,50,30,67,6,4,2,4,https://trulia.com/c/il//champaign/606-s-prairie-st-2-champaign-il-61820--2343925908
1403 W Church St,Champaign,IL,61821,$975,NA,34,Single-Family Home,880,(217) 351-1800,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.118336,-88.268981,5,14861,3.14,10.3,39.1,1.68,38,1.7,410,0.58,0.046,2.9,0.37,0.11,40,37,42,4,7,7,11,https://trulia.com/c/il//champaign/1403-w-church-st-champaign-il-61821--1010077263
501 Mitchell Ct,Champaign,IL,61821,$570,NA,33,Multi-Family Home,501,(217) 351-1800,1,1,1,1,3,1,1,0,0,2,10,4,6,4,2,5,40.110957,-88.291297,5,11507,3.14,10.3,39.2,1.23,34,1.4,290,0.25,0.042,1.5,0.18,0.035,38,39,36,3,5,8,11,https://trulia.com/c/il//champaign/501-mitchell-ct-champaign-il-61821--2059020974
310 Avondale Ave,Champaign,IL,61820,$975,NA,41,Single-Family Home,NA,(217) 351-1800,2,2,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.103293,-88.247741,5,24726,3.14,10.4,39.1,2.22,44,2.1,280,0.38,0.045,1.7,0.83,0.72,49,27,66,5,3,2,4,https://trulia.com/c/il//champaign/310-avondale-ave-champaign-il-61820--1010269980
1703 W Union St,Champaign,IL,61821,$750,NA,33,Single-Family Home,950,(217) 419-7831,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.113511,-88.274655,5,12576,3.14,10.3,39.2,1.48,37,1.6,340,0.53,0.044,2.1,0.27,0.068,33,32,33,4,4,8,13,https://trulia.com/c/il//champaign/1703-w-union-st-champaign-il-61821--2345411797
2312 Campbell Dr,Champaign,IL,61821,"$1,390",NA,40,Single-Family Home,"1,900",(217) 497-5446,4,4,2,2,2,1,3,0,0,0,10,4,6,4,2,4,40.141279,-88.269545,5,6982,3.14,10.3,39.1,1.47,36,1.9,410,0.27,0.05,3.8,0.34,0.071,61,65,58,10,14,8,10,https://trulia.com/c/il//champaign/2312-campbell-dr-champaign-il-61821--2059019619
1801 Valley Rd #B,Champaign,IL,61820,$659,NA,33,Multi-Family Home,860,(217) 419-3225,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.095754,-88.249396,5,13420,3.14,10.4,39.1,1.34,38,1.6,210,0.37,0.044,1.4,0.59,0.24,36,22,45,2,2,3,7,https://trulia.com/c/il//champaign/1801-valley-rd-b-champaign-il-61820--2345416242
502 E John St,Champaign,IL,61820,"$2,780",NA,104,Multi-Family Home,"1,187",(217) 359-6108,4,4,2,2,1,0,1,1,0,1,10,5,6,4,2,4,40.109146,-88.231662,5,36573,3.14,10.3,39,2.19,45,2.1,250,0.26,0.047,1.8,1.6,0.96,61,41,82,11,6,1,2,https://trulia.com/c/il//champaign/502-e-john-st-champaign-il-61820--1002310301
1006 Westfield Dr,Champaign,IL,61821,$950,NA,85,Single-Family Home,"1,250",(217) 355-3784,3,3,1,1,3,1,1,0,0,2,10,4,6,4,2,5,40.104693,-88.289707,5,13074,3.14,10.3,39.2,1.2,35,1.4,230,0.27,0.042,1.2,0.18,0.029,36,37,34,4,5,8,13,https://trulia.com/c/il//champaign/1006-westfield-dr-champaign-il-61821--2059014978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.218440,-83.058010,4,80,3.14,9.02,37.9,0.259,33,1,0.79,0.24,0.024,0.078,0.025,1.4E-06,25,0,50,0,26,10,15,https://trulia.com/c/il//champaign/203-s-6th-st-champaign-il-61820--1004169247
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.218440,-83.058010,4,80,3.14,9.02,37.9,0.259,33,1,0.79,0.24,0.024,0.078,0.025,1.4E-06,25,0,50,0,26,10,15,https://trulia.com/c/il//champaign/411-e-healey-st-champaign-il-61820--1024597333
508 S Mattis Ave,Champaign,IL,61821,$625,NA,64,Multi-Family Home,800,(309) 212-6165,2,2,1,1,4,1,3,1,0,1,10,5,6,4,2,5,40.111051,-88.276686,5,12847,3.14,10.3,39.2,1.44,36,1.6,300,0.51,0.043,1.9,0.24,0.057,33,34,32,4,4,8,13,https://trulia.com/c/il//champaign/508-s-mattis-ave-champaign-il-61821--1004278035
1103 Euclid St,Champaign,IL,61820,$910,NA,104,Multi-Family Home,250,(217) 359-6108,NA,NA,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.104828,-88.234509,5,34172,3.14,10.3,39,2.23,45,2.1,240,0.25,0.046,1.8,1.5,0.92,60,39,82,11,5,1,2,https://trulia.com/c/il//champaign/1103-euclid-st-champaign-il-61820--1002232920
1507 Lincolnshire Dr,Champaign,IL,61821,$875,NA,49,Townhome,"1,100",(217) 239-4300,2,2,1,1,4,1,3,1,0,1,10,4,6,4,2,4,40.097292,-88.270338,5,13384,3.14,10.3,39.2,0.965,35,1.4,64,0.36,0.042,1.1,0.23,0.034,22,23,20,2,3,7,16,https://trulia.com/c/il//champaign/1507-lincolnshire-dr-champaign-il-61821--2195800264
3742 Thornhill Cir #3742,Champaign,IL,61822,"$1,150",NA,49,Multi-Family Home,"1,240",(217) 403-3300,2,2,2,2,1,3,2,1,0,3,10,4,6,4,2,5,40.107277,-88.307699,5,6216,3.14,10.3,39.3,1.09,32,1.3,340,0.11,0.041,0.95,0.15,0.029,33,34,31,2,4,5,13,https://trulia.com/c/il//champaign/3742-thornhill-cir-3742-champaign-il-61822--2346614612
303 S Wright St,Champaign,IL,61820,"$1,170",NA,97,Multi-Family Home,743,(217) 359-6108,2,2,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.114079,-88.228967,5,36179,3.14,10.3,39,2.29,46,2.2,270,0.25,0.047,2,1.7,1,63,44,81,11,8,1,2,https://trulia.com/c/il//champaign/303-s-wright-st-champaign-il-61820--1002296071
302 S 1st St #200,Champaign,IL,61820,"$1,690",NA,75,Multi-Family Home,"1,029",(217) 352-3182,2,2,2,2,4,1,2,2,0,1,10,4,6,4,2,4,40.114125,-88.238687,5,32946,3.14,10.3,39,2.44,46,2.2,330,0.33,0.047,2,1.3,0.87,59,40,77,8,7,1,3,https://trulia.com/c/il//champaign/302-s-1st-st-200-champaign-il-61820--2344192529
306 E White St,Champaign,IL,61820,$875,NA,92,Multi-Family Home,775,(309) 212-6165,3,3,1,1,2,0,1,1,0,3,10,4,6,4,2,4,40.114462,-88.234704,5,34035,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://trulia.com/c/il//champaign/306-e-white-st-champaign-il-61820--1025011205
109 E Chalmers St,Champaign,IL,61820,"$1,580",NA,92,Multi-Family Home,985,(309) 212-6165,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.106521,-88.237481,5,30385,3.14,10.3,39,2.42,47,2.2,280,0.28,0.046,1.9,1.4,0.94,59,37,81,9,5,1,2,https://trulia.com/c/il//champaign/109-e-chalmers-st-champaign-il-61820--1049741820
405 E White St,Champaign,IL,61820,$995,NA,104,Multi-Family Home,440,(217) 359-6108,2,2,1,1,2,0,1,1,0,3,10,4,6,4,2,4,40.114396,-88.232801,5,35939,3.14,10.3,39,2.32,46,2.2,290,0.28,0.047,2,1.6,0.97,62,43,81,10,8,1,2,https://trulia.com/c/il//champaign/405-e-white-st-champaign-il-61820--1002326846
509 Bash Ct,Champaign,IL,61820,$990,NA,92,Multi-Family Home,725,(309) 212-6165,3,3,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.112000,-88.231252,5,35420,3.14,10.3,39,2.3,46,2.2,270,0.27,0.047,2,1.6,1,62,42,81,10,8,1,2,https://trulia.com/c/il//champaign/509-bash-ct-champaign-il-61820--1024605949
307 E Clark St,Champaign,IL,61820,$495,NA,64,Multi-Family Home,373,(309) 212-6165,NA,NA,1,1,2,0,1,1,0,3,10,4,6,4,2,4,40.115360,-88.234461,5,34439,3.14,10.3,39,2.39,46,2.2,310,0.29,0.047,2.1,1.6,0.97,62,43,80,9,8,1,3,https://trulia.com/c/il//champaign/307-e-clark-st-champaign-il-61820--1025056501
1515 W Kirby Ave #2,Champaign,IL,61821,$719,NA,92,Multi-Family Home,900,(217) 239-4300,2,2,1,1,4,1,3,1,0,1,10,4,6,4,2,5,40.098149,-88.271434,5,13691,3.14,10.3,39.2,0.976,35,1.4,66,0.36,0.042,1.1,0.22,0.034,22,23,20,2,3,7,16,https://trulia.com/c/il//champaign/1515-w-kirby-ave-2-champaign-il-61821--2343611806
1007 S 1st St,Champaign,IL,61820,$780,NA,64,Multi-Family Home,656,(309) 212-6165,2,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.105863,-88.238710,5,29704,3.14,10.3,39,2.44,47,2.2,280,0.29,0.046,1.8,1.2,0.89,58,36,79,9,5,1,2,https://trulia.com/c/il//champaign/1007-s-1st-st-champaign-il-61820--1049741677
905 S Locust St #104,Champaign,IL,61820,"$1,050",NA,85,Multi-Family Home,NA,(217) 356-8750,2,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.107285,-88.240328,5,27773,3.14,10.3,39.1,2.53,47,2.3,320,0.32,0.046,1.8,1,0.87,56,34,77,8,5,1,3,https://trulia.com/c/il//champaign/905-s-locust-st-104-champaign-il-61820--2343748422
1111 S 3rd St,Champaign,IL,61820,$490,NA,64,Multi-Family Home,433,(309) 212-6165,1,1,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.105216,-88.235587,5,33508,3.14,10.3,39,2.25,45,2.2,250,0.25,0.046,1.8,1.4,0.91,60,39,82,11,5,1,1,https://trulia.com/c/il//champaign/1111-s-3rd-st-champaign-il-61820--1049741702
112 N Neil St #G,Champaign,IL,61820,"$1,200",NA,47,Multi-Family Home,"1,496",(865) 789-8991,2,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.116831,-88.243467,5,28368,3.14,10.3,39.1,2.67,47,2.3,380,0.39,0.047,2.1,0.95,0.84,57,38,73,7,7,2,4,https://trulia.com/c/il//champaign/112-n-neil-st-g-champaign-il-61820--2175215231
509 E Stoughton St,Champaign,IL,61820,$855,NA,92,Multi-Family Home,725,(309) 212-6165,2,2,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.113480,-88.231042,5,35613,3.14,10.3,39,2.31,46,2.2,270,0.26,0.047,2,1.7,1,62,43,81,10,8,1,2,https://trulia.com/c/il//champaign/509-e-stoughton-st-champaign-il-61820--1024777169
310 Cedar St,Champaign,IL,61820,$750,NA,71,Single-Family Home,800,(217) 352-5509,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.099013,-88.247713,5,19247,3.14,10.4,39.1,1.91,42,1.9,230,0.38,0.045,1.6,0.75,0.46,46,25,61,3,3,2,4,https://trulia.com/c/il//champaign/310-cedar-st-champaign-il-61820--1004182495
58 E John St,Champaign,IL,61820,$885,NA,64,Multi-Family Home,725,(309) 212-6165,3,3,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.109020,-88.239203,5,30098,3.14,10.3,39,2.47,47,2.3,320,0.32,0.046,1.9,1.2,0.9,58,36,78,8,6,1,3,https://trulia.com/c/il//champaign/58-e-john-st-champaign-il-61820--1004162653
502 E Healey St,Champaign,IL,61820,$595,NA,61,Multi-Family Home,525,(309) 212-6165,1,1,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.111510,-88.231680,5,36265,3.14,10.3,39,2.25,45,2.2,260,0.27,0.047,1.9,1.6,0.99,62,42,81,11,7,1,2,https://trulia.com/c/il//champaign/502-e-healey-st-champaign-il-61820--1004230472
706 S 1st St,Champaign,IL,61820,$695,NA,64,Multi-Family Home,638,(309) 212-6165,2,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.109509,-88.238666,5,30874,3.14,10.3,39,2.46,47,2.3,320,0.32,0.046,1.9,1.3,0.92,58,37,78,9,6,1,2,https://trulia.com/c/il//champaign/706-s-1st-st-champaign-il-61820--1049741671
3803 Boulder Ridge Dr,Champaign,IL,61822,"$2,200",2017,55,Single-Family Home,"1,860",(217) 239-7139,3,3,2,2,4,3,0,1,1,0,10,4,6,4,2,5,40.131410,-88.309323,5,5395,3.14,10.3,39.3,0.723,30,1.1,430,0.011,0.044,1.4,0.14,0.011,25,30,19,3,2,12,5,https://trulia.com/c/il//champaign/3803-boulder-ridge-dr-champaign-il-61822--2059026496
205 E Green St,Champaign,IL,61820,$580,NA,99,Multi-Family Home,NA,(217) 351-1800,1,1,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.110228,-88.236283,5,33949,3.14,10.3,39,2.36,46,2.2,300,0.3,0.047,2,1.5,0.95,60,39,80,10,6,1,2,https://trulia.com/c/il//champaign/205-e-green-st-champaign-il-61820--1049742060
533 County Road 1600 N #30,Champaign,IL,61822,$975,NA,68,Multi-Family Home,NA,(217) 398-5899,3,3,2,2,0,1,1,0,0,0,10,4,6,4,2,5,40.113124,-88.360076,5,418,3.14,10.3,39.2,0.363,26,0.77,40,0.37,0.034,0.17,0.069,0.00054,24,14,35,0,6,12,11,https://trulia.com/c/il//champaign/533-county-road-1600-n-30-champaign-il-61822--2344605142
201 N New St,Champaign,IL,61820,$395,NA,77,Multi-Family Home,450,(217) 352-1335,1,1,1,1,4,1,3,1,0,1,10,4,6,4,2,4,40.117464,-88.254318,5,15308,3.14,10.3,39.1,1.9,41,1.9,490,0.65,0.046,2.5,0.58,0.37,40,32,48,4,5,4,8,https://trulia.com/c/il//champaign/201-n-new-st-champaign-il-61820--1031559755
3603 Marjorie Ln,Champaign,IL,61822,"$1,300",NA,72,Single-Family Home,NA,(217) 352-5509,4,4,3,3,1,0,6,0,1,0,10,5,6,4,2,4,40.068515,-88.292294,5,3342,3.14,10.3,39.2,0.559,29,1,140,0.053,0.037,0.2,0.14,0.0026,15,26,5,3,3,5,12,https://trulia.com/c/il//champaign/3603-marjorie-ln-champaign-il-61822--1009795803
602 E Stoughton St,Champaign,IL,61820,$695,NA,106,Multi-Family Home,600,(309) 212-6165,2,2,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.113544,-88.230183,5,36542,3.14,10.3,39,2.29,45,2.2,280,0.26,0.047,2,1.7,0.99,62,43,81,11,8,1,2,https://trulia.com/c/il//champaign/602-e-stoughton-st-champaign-il-61820--1004163200
211 E John St,Champaign,IL,61820,"$1,185",NA,106,Multi-Family Home,990,(309) 212-6165,4,4,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.109015,-88.235690,5,33732,3.14,10.3,39,2.35,46,2.2,290,0.29,0.047,1.9,1.6,0.96,60,39,81,10,6,1,2,https://trulia.com/c/il//champaign/211-e-john-st-champaign-il-61820--1025043662
2526 Leeper Dr,Champaign,IL,61822,$730,NA,105,Single-Family Home,"1,140",(515) 519-3739,2,2,2,2,4,1,3,1,0,1,10,5,6,4,2,4,40.081172,-88.277323,5,8990,3.14,10.3,39.2,0.702,32,1.2,66,0.081,0.039,0.49,0.17,0.0042,17,20,13,2,2,5,17,https://trulia.com/c/il//champaign/2526-leeper-dr-champaign-il-61822--2059024041
508 E John St,Champaign,IL,61820,"$2,660",NA,104,Multi-Family Home,"1,088",(217) 359-6108,4,4,2,2,2,0,1,1,0,3,10,5,6,4,2,4,40.109156,-88.231072,5,36971,3.14,10.3,39,2.18,45,2.1,250,0.26,0.047,1.8,1.6,0.97,61,42,82,11,6,1,2,https://trulia.com/c/il//champaign/508-e-john-st-champaign-il-61820--1002112725
402 E Stoughton St,Champaign,IL,61820,"$2,250",1899,151,Single-Family Home,"1,012",(217) 356-1407,5,5,3,3,2,0,1,1,0,3,10,4,6,4,2,4,40.113516,-88.233273,5,35296,3.14,10.3,39,2.33,46,2.2,290,0.28,0.047,2,1.6,0.99,62,42,81,10,7,1,2,https://trulia.com/c/il//champaign/402-e-stoughton-st-champaign-il-61820--2105191112
110 E John St,Champaign,IL,61820,$725,NA,180+,Multi-Family Home,550,(217) 356-1407,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.109046,-88.237502,5,32148,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://trulia.com/c/il//champaign/110-e-john-st-champaign-il-61820--2105189340
54 E Green St,Champaign,IL,61820,"$2,980",NA,154,Single-Family Home,NA,(470) 330-8734,5,5,3,3,4,1,2,2,0,1,10,4,6,4,2,4,40.110235,-88.239574,5,30670,3.14,10.3,39,2.47,47,2.3,320,0.34,0.046,1.9,1.2,0.89,57,37,77,8,6,1,3,https://trulia.com/c/il//champaign/54-e-green-st-champaign-il-61820--1078060502
2704 S 1st St,Champaign,IL,61822,$840,NA,149,Multi-Family Home,NA,(217) 351-1800,2,2,1,1,4,1,2,2,0,1,10,6,6,4,2,4,40.079196,-88.238424,5,2779,3.14,10.4,39.1,0.603,32,1.1,150,0.06,0.04,0.38,0.24,0.03,27,30,24,7,3,6,24,https://trulia.com/c/il//champaign/2704-s-1st-st-champaign-il-61822--2105197686
501 W Springfield Ave,Champaign,IL,61820,$575,NA,107,Multi-Family Home,NA,(217) 359-3527,1,1,1,1,4,1,3,1,0,1,10,5,6,4,2,4,40.112576,-88.250301,5,26842,3.14,10.3,39.1,2.3,45,2.1,350,0.48,0.046,2,0.8,0.69,48,30,64,5,4,2,5,https://trulia.com/c/il//champaign/501-w-springfield-ave-champaign-il-61820--2105191539
